ProductName,ProductCode,RegularPrice,HappyPrice,Discount,Link,ImageLink
CANDY ZEROWATT ETDE H8A1DE-S,Шифра: 72955,"23,999 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
HAIER HD80-A2939E-S,Шифра: 78338,"32,999 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
CANDY CSOW 4855TWE / 1-S,Шифра: 78094,"27,999 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
ST RF-263WM Superior Technology,Шифра: 77638,"12,999 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
MIDEA MDRB424FGE02I,Шифра: 77954,"32,999 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
HAIER HDW1618DNPK,Шифра: 78317,"39,999 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
Hisense RB395N4WFE,Шифра: 78593,"38,999 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
SAMSUNG RB34C7B5E22 / EF,Шифра: 60895,"54,999 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
TCL RP470CSE1,Шифра: 78218,"54,999 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
ST CF-211WM,Шифра: 77746,"13,999 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
Atlantic APE OPRO+ S 080 WM 2000M PE,Шифра: 77623,"8,199 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
Midea DSK30HPS-X1(W),Шифра: 77140,"3,499 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
Philips FC9352 / 01,Шифра: 78733,"12,499 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
Philips DST5010 / 10,Шифра: 74692,"3,999 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
Philips EP3341 / 50,Шифра: 78808,"47,999 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
Philips HD9270 / 90,Шифра: 75087,"14,899 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
Philips HX6800 / 35,Шифра: 76368,"10,999 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
Philips BRI945 / 00,Шифра: 77474,"31,999 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
Philips QP4631 / 65,Шифра: 33923,"5,699 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
Philips MG3720 / 15,Шифра: 33524,"2,699 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
Philips BHS376 / 00,Шифра: 72605,"2,799 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
Philips BHD302 / 30,Шифра: 74648,"2,099 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
BaByliss 6704E,Шифра: 73743,"2,899 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
Beurer GERMANY FB 35,Шифра: 68909,"2,999 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
Rowenta CF2133F0,Шифра: 75576,"1,399 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
Rowenta RO3786EA,Шифра: 71372,"8,119 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
Rowenta EP1110F0,Шифра: 71853,"1,749 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
Tefal DT9531E0,Шифра: 76076,"8,999 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
Tefal EY501815,Шифра: 75573,"9,889 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
Tefal PP1403V0,Шифра: 74941,"1,399 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
